season_id,scryfallId,matches_played,matches_won,match_win_rate
Season-4,0020c31b-002a-4121-bc61-2c2c16e9afc8,16.0,6.0,0.375
Season-4,0027e5ca-8046-40a0-bd73-79be55f28bff,36.0,18.0,0.5
Season-4,0055ea30-20fb-4324-a632-8fed87628f05,40.0,19.0,0.475
Season-4,005dae9a-dddc-4a11-95bb-cce319edcce4,32.0,22.0,0.6875
Season-4,006d2bf1-20f7-4b09-8d98-8233d91682bd,36.0,20.0,0.5555555555555556
Season-4,00cb17a0-5a13-4d02-b7fb-f99531bc8ca5,28.0,12.0,0.42857142857142855
Season-4,00f9955f-a522-47bf-b064-92dd21a76b18,16.0,4.0,0.25
Season-4,01006833-6007-4c16-9ebb-20d31c60a57a,32.0,17.0,0.53125
Season-4,0135ada3-e5ae-4382-a717-872839bf1d5a,0.0,0.0,0.0
Season-4,014bf3c6-e46f-48f8-902f-82deeba260b2,0.0,0.0,0.0
Season-4,01794178-cf41-454c-ac37-1d8b18e42db2,44.0,17.0,0.38636363636363635
Season-4,01978fe5-00a9-4add-ae2a-b4c2572ffb9a,12.0,5.0,0.4166666666666667
Season-4,01c6f877-6b00-4d57-8a88-36cd3b16edbc,40.0,15.0,0.375
Season-4,01d1e394-1b0c-4b40-ba85-f55973703d41,20.0,9.0,0.45
Season-4,01e7b0bc-1c6c-48f4-8b72-1a809f536c6c,44.0,21.0,0.4772727272727273
Season-4,02138fbb-3962-4348-8d31-faaefba0b8b2,32.0,13.0,0.40625
Season-4,02551196-ecea-472f-9547-3c9658d0489e,12.0,5.0,0.4166666666666667
Season-4,0263c742-345b-4425-8326-75bfa60e08ea,0.0,0.0,0.0
Season-4,02902fcc-eefc-4e81-aafd-59fa203a71d7,8.0,2.0,0.25
Season-4,02c532e8-21f1-4d6f-a931-1ea48a6aeea2,28.0,9.0,0.32142857142857145
Season-4,02d6d693-f1f3-4317-bcc0-c21fa8490d38,48.0,24.0,0.5
Season-4,030e46a1-64a7-47e3-9b9f-82a22fe3734b,0.0,0.0,0.0
Season-4,0324641d-af55-4c53-b4dc-c8262e967da5,28.0,12.0,0.42857142857142855
Season-4,0359f212-9564-41a9-870b-d2c57455a695,28.0,12.0,0.42857142857142855
Season-4,045ce37b-86d2-4e56-84af-b6625b53d13c,44.0,16.0,0.36363636363636365
Season-4,0463e989-ba32-4a46-a82f-e0d6daf3cd51,12.0,4.0,0.3333333333333333
Season-4,04fc99dc-bfbe-4567-b791-6b1db96471ec,40.0,21.0,0.525
Season-4,054f2276-2dd5-43da-bb26-c57c560861fe,40.0,16.0,0.4
Season-4,05812009-d1b8-4775-8188-f05cfdb4feed,0.0,0.0,0.0
Season-4,059164e1-894d-4586-9800-e60d6fbd6eb6,16.0,6.0,0.375
Season-4,0596155d-8f83-40ca-be31-9a0df1ced65e,16.0,3.0,0.1875
Season-4,05bd329b-5707-42fc-af1c-084cc604e805,16.0,9.0,0.5625
Season-4,05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f,36.0,16.0,0.4444444444444444
Season-4,05cf51d8-9f91-42ff-99e9-4397f2251c20,32.0,18.0,0.5625
Season-4,05e8a4ea-8c0d-4284-ac23-80e19fdde11d,24.0,10.0,0.4166666666666667
Season-4,0645f487-efe5-4764-b361-85e07bb5ccca,8.0,5.0,0.625
Season-4,064dfdeb-485f-473e-9fa0-8fdb7638cdc6,36.0,18.0,0.5
Season-4,068bb15a-fc2d-42a2-859b-837b946d23c0,32.0,12.0,0.375
Season-4,06c0c35d-a26e-473a-9206-8fbda7191700,36.0,20.0,0.5555555555555556
Season-4,06cb1bd6-73e0-4104-b344-4bc52d7dcedf,32.0,18.0,0.5625
Season-4,071daca8-ccc6-4707-843e-adac40dd1588,36.0,17.0,0.4722222222222222
Season-4,07246783-d475-4f61-99ac-e2b574072349,16.0,5.0,0.3125
Season-4,07313dd3-d0dc-40ca-98a3-fa4d39e5bcae,40.0,19.0,0.475
Season-4,073bfdca-d7b8-4f4b-93f3-6e7c44bc0b0a,40.0,20.0,0.5
Season-4,0783b426-a527-42c1-9271-be28b229e1c6,8.0,2.0,0.25
Season-4,079e6263-e54c-4899-a336-5315909b9322,40.0,24.0,0.6
Season-4,07a3d9e8-8597-498b-869c-cff79e0df516,24.0,10.0,0.4166666666666667
Season-4,07c17b01-ee5d-491a-8403-b3f819b778c4,28.0,15.0,0.5357142857142857
Season-4,0845f0b0-9413-4ddd-861d-9607636bebc6,36.0,18.0,0.5
Season-4,086f97e9-8b62-44f3-b467-149c2ac5ca78,0.0,0.0,0.0
Season-4,09521f23-52d6-482d-9f3b-c4d12fcc08cc,28.0,19.0,0.6785714285714286
Season-4,09b792b3-ed87-4360-a392-506e5f8140a1,0.0,0.0,0.0
Season-4,09fd2d9c-1793-4beb-a3fb-7a869f660cd4,36.0,19.0,0.5277777777777778
Season-4,0a26d900-c652-4f9c-8681-a35c5f8b1937,28.0,15.0,0.5357142857142857
Season-4,0aa3a844-97e6-4f5d-a36f-56fea4e06932,8.0,2.0,0.25
Season-4,0ab6bfbd-d2e1-4c4c-9f91-6f69c5b8e3bb,0.0,0.0,0.0
Season-4,0ad38866-fc5f-4f62-89c1-afc0f50765aa,44.0,21.0,0.4772727272727273
Season-4,0adcd4e5-d542-4293-8774-ace2305ef820,28.0,14.0,0.5
Season-4,0c0e7131-db26-448d-afda-f48337a026f0,8.0,5.0,0.625
Season-4,0c3bc412-689f-4385-807b-ed60d6276d76,28.0,9.0,0.32142857142857145
Season-4,0c3d7e2c-a104-4757-9984-fb31088f92c4,32.0,12.0,0.375
Season-4,0c9a7cb0-5bff-48ff-b620-2838816ac9b5,36.0,18.0,0.5
Season-4,0cb33b46-4d1b-4f97-bfdc-d815aee111da,44.0,28.0,0.6363636363636364
Season-4,0ce44270-a684-4489-9077-521456e6dfaa,44.0,21.0,0.4772727272727273
Season-4,0d08f5e4-d2d3-4659-86d4-a983d80e3b2c,28.0,15.0,0.5357142857142857
Season-4,0d16e8e0-31b2-4389-afd6-783c501f6fa0,44.0,28.0,0.6363636363636364
Season-4,0d60eabe-b281-4eba-9c26-287364ed2067,16.0,6.0,0.375
Season-4,0da69523-cece-425a-b08a-fb27fac29374,24.0,11.0,0.4583333333333333
Season-4,0e0d989d-7186-40dc-bdfe-cfbb77656bc8,24.0,11.0,0.4583333333333333
Season-4,0e51d796-7279-4c06-87f0-37adbdaa41df,28.0,15.0,0.5357142857142857
Season-4,0e606072-a3aa-4300-ba90-ec92a721fa76,24.0,11.0,0.4583333333333333
Season-4,0e9aeaa8-9a75-4719-992f-cbb316f72175,32.0,18.0,0.5625
Season-4,0ecbe097-ba51-42e5-957c-382eb66c08f0,44.0,22.0,0.5
Season-4,0eee981e-5d26-4810-90e1-432f3c3107f2,20.0,8.0,0.4
Season-4,0f3c8470-1cc8-4383-8782-c022867d46e8,4.0,1.0,0.25
Season-4,0f427f0b-034c-4821-8758-e395c0042d8a,0.0,0.0,0.0
Season-4,0f7585c8-9e21-4eef-afc1-2852de23db2f,36.0,16.0,0.4444444444444444
Season-4,0fb4c734-c698-46f2-bc78-5f036f472e5b,12.0,3.0,0.25
Season-4,0fe070f4-8877-4280-b8fd-869f3ac34ab6,8.0,2.0,0.25
Season-4,10158a5e-5a03-41ab-85d2-0907ccf32c9b,32.0,14.0,0.4375
Season-4,1066a94a-8e4f-4d77-820b-7a77a18116f0,36.0,19.0,0.5277777777777778
Season-4,106f9629-b3aa-4703-82fb-c1e771bbce72,24.0,10.0,0.4166666666666667
Season-4,107492bd-b32f-4692-917c-7771986b5bf7,28.0,13.0,0.4642857142857143
Season-4,1132218d-56cd-441e-9006-df3c50344491,40.0,13.0,0.325
Season-4,113f48b9-a972-4e2c-af95-05ab078e01f2,8.0,3.0,0.375
Season-4,1163fe84-c5d5-42c8-b7cd-d206a9b0bd3f,28.0,15.0,0.5357142857142857
Season-4,1192f7a9-102e-4b3a-b154-18c8eb332217,0.0,0.0,0.0
Season-4,1290e00b-c41b-4e30-8b65-a7fd4356d462,0.0,0.0,0.0
Season-4,139b90cd-8272-457a-be32-1298145345be,36.0,20.0,0.5555555555555556
Season-4,14065271-d942-42a8-aa38-d8a622c0375d,28.0,12.0,0.42857142857142855
Season-4,1453f92e-df2d-4789-aa1b-a5b5c51567d4,48.0,19.0,0.3958333333333333
Season-4,1571b584-9007-45ee-a3c3-6c72f227fee2,40.0,17.0,0.425
Season-4,158c000e-7960-4518-b034-a529622b7bf1,0.0,0.0,0.0
Season-4,15c34f32-49d9-4a0d-83b2-28172f54fdd1,24.0,9.0,0.375
Season-4,15db4353-9c46-4fe4-b22e-0cf024aa9dfc,20.0,10.0,0.5
Season-4,15faa763-b897-4e86-b094-73f3236291a9,40.0,19.0,0.475
Season-4,162018eb-5483-4fa2-9c5a-abb639eecf91,20.0,11.0,0.55
Season-4,162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71,20.0,8.0,0.4
Season-4,1658f12b-8ac5-4d29-86d5-f20c4d5f7e48,8.0,2.0,0.25
Season-4,16c8d2fa-54a7-46e8-980c-905258497c90,44.0,27.0,0.6136363636363636
Season-4,1716b4dd-9045-462b-b053-72de450a8cde,32.0,20.0,0.625
Season-4,17260fff-b239-4af4-9306-3236ae3fa5a5,28.0,13.0,0.4642857142857143
Season-4,175b3d28-5c74-4972-9b5c-5e39762c78f4,28.0,9.0,0.32142857142857145
Season-4,1785cb18-c291-4fd5-b8c7-ace893c32e49,36.0,16.0,0.4444444444444444
Season-4,17db2b6a-eaa8-4a08-9e86-370bbd058574,36.0,21.0,0.5833333333333334
Season-4,17f28b16-da65-41a8-ba4f-f1c5e104aad6,36.0,18.0,0.5
Season-4,18092f68-b96e-4084-9eba-b240d2195d81,28.0,12.0,0.42857142857142855
Season-4,187b6719-e5ed-4615-a00b-3313ceca055b,16.0,7.0,0.4375
Season-4,187e887c-c39d-4d25-a506-cdc95fc70316,24.0,10.0,0.4166666666666667
Season-4,18a3cca1-e50e-49b6-9e1a-f86640e3b177,40.0,22.0,0.55
Season-4,18adbda4-8d36-47cd-afbc-c785aaa8ed80,20.0,4.0,0.2
Season-4,18bd50f2-c3ba-4217-a2d5-bb771e199706,44.0,17.0,0.38636363636363635
Season-4,18f23daa-bc59-456a-8a28-3823e51bc74b,32.0,17.0,0.53125
Season-4,19316cbb-d1af-4ab7-b588-78637503e986,0.0,0.0,0.0
Season-4,19477aca-b8db-4061-9a78-ebb189a9df22,32.0,16.0,0.5
Season-4,19557351-b65f-4b04-b971-66abdc07000a,24.0,15.0,0.625
Season-4,19adde22-e5eb-4815-beb6-c520b3274cc9,36.0,15.0,0.4166666666666667
Season-4,1a55c370-d396-4c73-8ee2-83dc4c124005,24.0,8.0,0.3333333333333333
Season-4,1a6f256b-943e-4cfb-9fc9-d1ded68b5f97,20.0,9.0,0.45
Season-4,1ac01fff-4de6-4783-9489-4127e25bc641,36.0,15.0,0.4166666666666667
Season-4,1af92296-455a-425e-9397-a96d09937767,28.0,12.0,0.42857142857142855
Season-4,1b2ecf55-c1cc-4b28-b7ce-e1b25305155e,0.0,0.0,0.0
Season-4,1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,20.0,5.0,0.25
Season-4,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,36.0,17.0,0.4722222222222222
Season-4,1be9d9a4-d7ee-4854-abc2-85cabf993ec9,24.0,11.0,0.4583333333333333
Season-4,1c0f2873-5849-4cab-855a-2fbbc41dbb6c,28.0,18.0,0.6428571428571429
Season-4,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,28.0,15.0,0.5357142857142857
Season-4,1daf4348-05c5-4c55-bcf2-c7bec7988bfc,32.0,17.0,0.53125
Season-4,1dd64b1d-bcef-476c-bf0b-3ac7df7cbed3,16.0,9.0,0.5625
Season-4,1e0c695d-62f9-4805-9e2f-7032e8464136,16.0,5.0,0.3125
Season-4,1e2fee55-227b-4373-a3f7-b463f220033f,36.0,9.0,0.25
Season-4,1e3259f8-ee93-4b02-b8e1-a7bd6dd698ca,0.0,0.0,0.0
Season-4,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,48.0,26.0,0.5416666666666666
Season-4,1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,24.0,9.0,0.375
Season-4,1ee98955-4c47-4d45-9377-608dfa755337,32.0,18.0,0.5625
Season-4,1f123ad6-fe84-4fed-9c0f-6b41921e9c26,8.0,5.0,0.625
Season-4,1f2f7d4b-aa65-42ed-a441-8e35be96743c,12.0,7.0,0.5833333333333334
Season-4,1f9fb33a-3b39-4aff-93b8-aedafe0ea694,32.0,11.0,0.34375
Season-4,1fa48620-4c3d-4f75-be1f-c12c4aa59f51,4.0,1.0,0.25
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,24.0,10.0,0.4166666666666667
Season-4,1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,28.0,5.0,0.17857142857142858
Season-4,205df311-a72d-40f1-b2ea-9b30274bc9bd,12.0,4.0,0.3333333333333333
Season-4,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,36.0,18.0,0.5
Season-4,216a8e4e-ea7b-41c7-a982-b5751025ff25,16.0,10.0,0.625
Season-4,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,40.0,20.0,0.5
Season-4,224d904a-5972-4152-878a-9a922e7a55b6,20.0,11.0,0.55
Season-4,229a0d4a-3777-451d-a2fb-f1a2fdf8019f,24.0,9.0,0.375
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,48.0,24.0,0.5
Season-4,23b95b26-0bbf-4fa1-80c1-f621f1a1b947,16.0,5.0,0.3125
Season-4,2424f2c4-366b-42cf-bf4b-a8a5bfdd2c4b,24.0,15.0,0.625
Season-4,245cdc59-d560-4c10-b721-f51cc312e370,20.0,8.0,0.4
Season-4,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,36.0,20.0,0.5555555555555556
Season-4,2487d124-210b-4808-888c-cd0a78aebd90,12.0,8.0,0.6666666666666666
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,44.0,28.0,0.6363636363636364
Season-4,24a76568-a2d4-41a6-88b8-fa5ed4093930,0.0,0.0,0.0
Season-4,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,36.0,22.0,0.6111111111111112
Season-4,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,36.0,16.0,0.4444444444444444
Season-4,24e58478-c6a8-4f86-854a-a489c99bd777,36.0,19.0,0.5277777777777778
Season-4,25b0b816-0583-44aa-9dc5-f3ff48993a51,36.0,20.0,0.5555555555555556
Season-4,2605df98-0b02-4aab-bc36-01e93c693743,20.0,11.0,0.55
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,40.0,15.0,0.375
Season-4,261ac92e-c61a-4c11-aa6a-9ae1cb703e5c,24.0,14.0,0.5833333333333334
Season-4,26c68473-70ca-40ba-b5c6-71ec30f88a2c,28.0,15.0,0.5357142857142857
Season-4,26d40e03-6de4-4373-9fbf-04c1dd79e995,36.0,25.0,0.6944444444444444
Season-4,2744ac83-a79f-4042-8720-688b5adda382,0.0,0.0,0.0
Season-4,275471e3-ded1-40ac-91ef-369dce5764d9,0.0,0.0,0.0
Season-4,277bc4e5-f43a-4f1e-a7e9-11796e78fcdf,0.0,0.0,0.0
Season-4,28667c8b-d02c-4e57-a050-1549207b65d1,20.0,11.0,0.55
Season-4,28bb8ec0-9729-4aa1-8ce4-a3a5598b0d70,0.0,0.0,0.0
Season-4,28f1d784-f286-418d-a712-bc07ad10d4a2,0.0,0.0,0.0
Season-4,29148d7e-b398-4e19-a29e-d9a660ad5016,20.0,7.0,0.35
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,40.0,23.0,0.575
Season-4,296574c6-3933-4ab3-b591-72514b244da9,0.0,0.0,0.0
Season-4,299f1f93-ecee-4ed8-a77e-6ebc4b85328d,0.0,0.0,0.0
Season-4,2a717b98-cdac-416d-bf6c-f6b6638e65d1,40.0,18.0,0.45
Season-4,2adea3ee-138f-455b-a001-586883c44758,0.0,0.0,0.0
Season-4,2ae6828e-ff19-45db-8b59-61616353491f,12.0,2.0,0.16666666666666666
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,24.0,12.0,0.5
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,40.0,19.0,0.475
Season-4,2b5801fb-2026-4f25-98bc-ebb2f99684b9,24.0,17.0,0.7083333333333334
Season-4,2b73d294-6ab1-4051-9b0f-d8e335d37674,36.0,22.0,0.6111111111111112
Season-4,2b74bb81-fb9a-40e5-a941-e517430b52f5,24.0,9.0,0.375
Season-4,2b9b0195-beda-403e-bc27-7ae3be9f318c,36.0,18.0,0.5
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,40.0,20.0,0.5
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,36.0,20.0,0.5555555555555556
Season-4,2c695df6-6bf2-4e6b-8500-e3116137ca27,36.0,13.0,0.3611111111111111
Season-4,2d9b12cc-f616-4b52-91eb-a430e70f9251,12.0,4.0,0.3333333333333333
Season-4,2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa,20.0,6.0,0.3
Season-4,2dc16614-5cf8-444d-a5ae-cac25018af68,32.0,18.0,0.5625
Season-4,2e139ad1-1079-49e9-babd-6399c44ad333,16.0,11.0,0.6875
Season-4,2ef878cb-27b6-47d8-ad11-bd20529b0e7e,20.0,12.0,0.6
Season-4,2f8f22fb-7291-4517-9b15-e98501f2856b,16.0,9.0,0.5625
Season-4,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,28.0,16.0,0.5714285714285714
Season-4,3027e6c5-eed3-44e7-bb12-67569721af99,8.0,3.0,0.375
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,32.0,17.0,0.53125
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,48.0,20.0,0.4166666666666667
Season-4,307543ca-8e17-433f-9758-4c77da6c0870,0.0,0.0,0.0
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,44.0,32.0,0.7272727272727273
Season-4,311a6257-dd77-4bb6-81cb-c8e7862350f3,32.0,19.0,0.59375
Season-4,312a6058-de08-487d-95bd-b3c56807fdd6,0.0,0.0,0.0
Season-4,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,32.0,12.0,0.375
